venue,address,country,latitude,longitude,humandate,humantime,startdate,enddate,instructor,helper,carpentry,curriculum,title,slug,flavor
Netherlands eScience Center,"Science Park 402, 1098 XH Amsterdam",NA,52.3566998,4.9569812,"February 11 - 12, 2025",9:30 - 17:00 CET,2025-02-10T23:00:00Z,2025-02-11T23:00:00Z,"Johan Hidding, Robin Richardson","Ewan Cahen, Flavio Hafner",ds,ds-julia,Efficient computing in Julia pilot,2025-02-11-ds-julia,NA
